title,co1,co2,co3,remark,当前链接,上级链接,下载时间
2015 年 6 月 28 日起执行 ,"[""项目"",""　"",""　"",""一、城乡居民存款"",""（一）活期"",""　"",""　"",""（二）定期"",""1.整存整取"",""三个月"",""半年"",""一年"",""二年"",""三年"",""五年"",""2.零存整取、整存零取、存本取息"",""一年"",""三年"",""五年"",""3.定活两便"",""二、通知存款"",""一天"",""七天""]","[""　"","" 非保证金存款"",""　"",""　"",""0.385"",""　"",""　"",""　"",""　"",""2"",""2.25"",""2.5"",""3.1"",""3.6"",""3.6"",""　"",""2"",""2.25"",""2.5"",""按一年以内定期整存整取同档次利率打6折"",""　"",""0.96"",""1.62""]","[""　"",""保证金存款"",""　"",""　"",""0.385"",""　"",""　"",""　"",""　"",""1.6"",""1.8"",""2"",""2.6"",""3.25"",""3.25"",""　"",""——"",""——"",""　"",""——"",""　"",""——"",""——""]",• 存款挂牌利率仅供参考，对具体客户的实际执行利率以兴业银行分支机构最终办理结果为准。,http://www.cib.com.cn/cn/Personal_Banking/Deposit_Loan_Rates/RMB_Deposit_Rates.html,,2015-08-19 11:57:25
